DOI	Publication Date	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Blog Coverage - ResearchBlogging.org	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pone.0001353	39442	2007	PLoS ONE	RA	Colorectal Hyperplasia and Dysplasia Due to Human Carcinoembryonic Antigen (CEA) Family Member Expression in Transgenic Mice	1	0	1	705	124	453	1282	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001354	39442	2007	PLoS ONE	RA	High Levels of MeCP2 Depress MHC Class I Expression in Neuronal Cells	0	1	3	735	187	16	938	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001355	39442	2007	PLoS ONE	RA	Conditional Transgenesis Using Dimerizable Cre (DiCre)	2	4	2	1115	283	29	1427	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001356	39442	2007	PLoS ONE	RA	Involvement of Skeletal Muscle Gene Regulatory Network in Susceptibility to Wound Infection Following Trauma	2	2	3	689	103	681	1473	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001357	39442	2007	PLoS ONE	RA	Sensitive Commercial NASBA Assay for the Detection of Respiratory Syncytial Virus in Clinical Specimen	0	0	3	650	119	438	1207	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001358	39442	2007	PLoS ONE	RA	The Complete Genome Sequence and Analysis of the Epsilonproteobacterium Arcobacter butzleri	4	3	13	2318	381	22	2721	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001359	39442	2007	PLoS ONE	RA	Up-Regulation of Intestinal Vascular Endothelial Growth Factor by Afa/Dr Diffusely Adhering Escherichia coli	0	1	2	568	117	524	1209	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001360	39442	2007	PLoS ONE	RA	An Animal Model of Emotional Blunting in Schizophrenia	2	2	3	2408	248	396	3052	1	0	0	0	2	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001361	39442	2007	PLoS ONE	RA	Genome Wide Association (GWA) Study for Early Onset Extreme Obesity Supports the Role of Fat Mass and Obesity Associated Gene (FTO) Variants	34	21	57	2372	646	27	3045	1	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001362	39442	2007	PLoS ONE	RA	Noncompaction of the Ventricular Myocardium Is Associated with a De Novo Mutation in the ?-Myosin Heavy Chain Gene	5	0	6	929	159	513	1601	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001363	39442	2007	PLoS ONE	RA	High Uptake of Exclusive Breastfeeding and Reduced Early Post-Natal HIV Transmission	6	2	10	2377	400	711	3488	0	0	0	0	0	0	0	0	0.0	0	0	3	0	0
10.1371/journal.pone.0001364	39442	2007	PLoS ONE	RA	Hypoxia Inducible Factor (HIF)-1 Coordinates Induction of Toll-Like Receptors TLR2 and TLR6 during Hypoxia	6	5	12	1449	540	22	2011	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001365	39442	2007	PLoS ONE	RA	Ultrasonic Communication in Rats: Can Playback of 50-kHz Calls Induce Approach Behavior?	1	3	6	1291	217	13	1521	1	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001366	39442	2007	PLoS ONE	RA	Stress Preconditioning of Spreading Depression in the Locust CNS	1	0	5	700	103	25	828	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001367	39442	2007	PLoS ONE	RA	Empirical Comparison of Simple Sequence Repeats and Single Nucleotide Polymorphisms in Assessment of Maize Diversity and Relatedness	8	2	5	821	259	10	1090	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001368	39442	2007	PLoS ONE	RA	Shotgun Lipidomics Identifies a Paired Rule for the Presence of Isomeric Ether Phospholipid Molecular Species	0	1	5	639	170	15	824	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001369	39442	2007	PLoS ONE	RA	Neuregulin-1 Regulates Cell Adhesion via an ErbB2/Phosphoinositide-3 Kinase/Akt-Dependent Pathway: Potential Implications for Schizophrenia and Cancer	9	2	14	1206	328	404	1938	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001370	39442	2007	PLoS ONE	RA	Cryptococcus neoformans Is Resistant to Surfactant Protein A Mediated Host Defense Mechanisms	0	2	4	561	119	497	1177	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001371	39442	2007	PLoS ONE	RA	Sterile Protection against Malaria Is Independent of Immune Responses to the Circumsporozoite Protein	2	6	6	1177	321	17	1515	0	0	0	0	0	1	0	1	4.3	0	0	1	0	0
10.1371/journal.pone.0001372	39442	2007	PLoS ONE	RA	A Ribosomal S-6 Kinase?Mediated Signal to C/EBP-? Is Critical for the Development of Liver Fibrosis	3	3	8	4272	708	462	5442	0	0	0	0	0	1	0	0	0.0	2	0	1	0	0
10.1371/journal.pone.0001373	39449	2008	PLoS ONE	RA	Age-Specific Differences in Oncogenic Pathway Deregulation Seen in Human Breast Tumors	1	4	12	1592	462	12	2066	0	0	0	0	0	8	1	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001374	39449	2008	PLoS ONE	RA	Extent of Beta Cell Destruction Is Important but Insufficient to Predict the Onset of Type 1 Diabetes Mellitus	3	0	4	974	163	298	1435	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001375	39449	2008	PLoS ONE	RA	Structural Requirements for Yersinia YopJ Inhibition of MAP Kinase Pathways	2	2	6	953	214	23	1190	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001376	39449	2008	PLoS ONE	RA	Nitrated ??Synuclein Immunity Accelerates Degeneration of Nigral Dopaminergic Neurons	7	5	18	1577	446	38	2061	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001377	39449	2008	PLoS ONE	RA	Spike Timing Dependent Plasticity Finds the Start of Repeating Patterns in Continuous Spike Trains	1	1	2	1477	370	14	1861	0	0	0	0	0	6	0	0	0.0	0	0	4	1	0
10.1371/journal.pone.0001378	39449	2008	PLoS ONE	RA	Comparative Genomic Analyses of Copper Transporters and Cuproproteomes Reveal Evolutionary Dynamics of Copper Utilization and Its Link to Oxygen	3	2	10	660	236	21	917	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001379	39449	2008	PLoS ONE	RA	Incidence of Tuberculosis and the Predictive Value of ELISPOT and Mantoux Tests in Gambian Case Contacts	5	5	13	1077	359	479	1915	0	0	0	0	0	0	2	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001380	39442	2007	PLoS ONE	RA	Fever as a Cause of Hypophosphatemia in Patients with Malaria	0	0	0	974	82	772	1828	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001381	39449	2008	PLoS ONE	RA	Direct Interaction of Endogenous Kv Channels with Syntaxin Enhances Exocytosis by Neuroendocrine Cells	2	1	5	395	101	11	507	0	0	0	0	0	0	0	0	0.0	0	0	2	0	0
10.1371/journal.pone.0001382	39449	2008	PLoS ONE	RA	Correction of Population Stratification in Large Multi-Ethnic Association Studies	4	2	4	1359	289	509	2157	0	0	0	0	0	1	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001383	39449	2008	PLoS ONE	RA	Genetic Evidence for a Mitochondriate Ancestry in the ?Amitochondriate? Flagellate Trimastix pyriformis	2	2	7	937	197	18	1152	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001384	39449	2008	PLoS ONE	RA	Albumin-Associated Lipids Regulate Human Embryonic Stem Cell Self-Renewal	1	2	5	1531	495	22	2048	0	0	0	0	0	0	0	1	5.0	0	0	0	0	0
10.1371/journal.pone.0001385	39449	2008	PLoS ONE	RA	Sex-Related Differences in Gene Expression in Human Skeletal Muscle	2	2	6	1270	346	20	1636	0	0	0	0	0	0	0	1	3.0	0	0	0	0	1
10.1371/journal.pone.0001386	39449	2008	PLoS ONE	RA	"Whole-Gene Positive Selection, Elevated Synonymous Substitution Rates, Duplication, and Indel Evolution of the Chloroplast clpP1 Gene"	2	4	5	1073	290	303	1666	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001387	39449	2008	PLoS ONE	RA	The OSU1/QUA2/TSD2-Encoded Putative Methyltransferase Is a Critical Modulator of Carbon and Nitrogen Nutrient Balance Response in Arabidopsis	1	1	3	995	238	375	1608	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001388	39449	2008	PLoS ONE	RA	CD209 Genetic Polymorphism and Tuberculosis Disease	7	2	12	1646	439	14	2099	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001389	39449	2008	PLoS ONE	RA	Kinetic Pathway of Pyrophosphorolysis by a Retrotransposon Reverse Transcriptase	0	0	0	522	92	10	624	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001390	39449	2008	PLoS ONE	RA	High-Resolution Molecular Epidemiology and Evolutionary History of HIV-1 Subtypes in Albania	4	0	10	1028	330	22	1380	0	0	0	0	0	0	1	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001391	39449	2008	PLoS ONE	RA	Recurring Ethanol Exposure Induces Disinhibited Courtship in Drosophila	3	3	7	5467	630	58	6155	0	0	0	0	4	1	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001392	39449	2008	PLoS ONE	RA	The Association of Depressive Symptoms with Inflammatory Factors and Adipokines in Middle-Aged and Older Chinese	1	3	5	986	164	402	1552	0	0	0	0	0	0	0	1	3.7	0	0	1	0	1
10.1371/journal.pone.0001393	39449	2008	PLoS ONE	RA	"Microbial Patterns Signaling via Toll-Like Receptors 2 and 5 Contribute to Epithelial Repair, Growth and Survival"	3	2	6	1095	422	22	1539	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001394	39449	2008	PLoS ONE	RA	Using fMRI Brain Activation to Identify Cognitive States Associated with Perception of Tools and Dwellings	3	1	5	6665	1105	33	7803	6	1	0	1	1	4	0	0	0.0	1	0	0	0	0
10.1371/journal.pone.0001395	39449	2008	PLoS ONE	RA	"C-Reactive Protein (CRP) Gene Polymorphisms, CRP Levels, and Risk of Incident Coronary Heart Disease in Two Nested Case-Control Studies"	6	4	18	1007	294	523	1824	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001396	39449	2008	PLoS ONE	RA	MiR-10 Represses HoxB1a and HoxB3a in Zebrafish	7	5	10	1713	716	24	2453	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001397	39449	2008	PLoS ONE	RA	UCP-2 and UCP-3 Proteins Are Differentially Regulated in Pancreatic Beta-Cells	0	0	2	965	325	19	1309	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001398	39449	2008	PLoS ONE	RA	Molecular Characterization of Spontaneous Mesenchymal Stem Cell Transformation	9	4	22	2202	931	35	3168	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001399	39449	2008	PLoS ONE	RA	Synchrony of Clinical and Laboratory Surveillance for Influenza in Hong Kong	2	3	5	958	230	12	1200	0	0	0	0	1	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001400	39449	2008	PLoS ONE	RA	Variability and Action Mechanism of a Family of Anticomplement Proteins in Ixodes ricinus	0	5	4	737	181	12	930	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001401	39449	2008	PLoS ONE	RA	Cross-Protection against Lethal H5N1 Challenge in Ferrets with an Adjuvanted Pandemic Influenza Vaccine	8	9	40	5722	1162	434	7318	0	0	0	0	1	0	0	0	0.0	0	0	3	0	0
10.1371/journal.pone.0001402	39449	2008	PLoS ONE	RA	Polyploidization as a Retraction Force in Plant Genome Evolution: Sequence Rearrangements in Triticale	3	0	4	1351	371	308	2030	0	0	0	0	0	1	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001403	39449	2008	PLoS ONE	RA	Probing Host Pathogen Cross-Talk by Transcriptional Profiling of Both Mycobacterium tuberculosis and Infected Human Dendritic Cells and Macrophages	2	3	8	2134	777	33	2944	0	0	0	0	0	0	0	0	0.0	2	0	1	0	0
10.1371/journal.pone.0001404	39449	2008	PLoS ONE	RA	Genome-Wide Expression Analysis of a Spinal Muscular Atrophy Model: Towards Discovery of New Drug Targets	1	1	2	919	245	27	1191	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001405	39456	2008	PLoS ONE	RA	Polymorphisms of the TUB Gene Are Associated with Body Composition and Eating Behavior in Middle-Aged Women	1	1	3	1045	150	482	1677	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001406	39456	2008	PLoS ONE	RA	Life Depends upon Two Kinds of Water	1	0	1	3884	552	660	5096	0	0	0	0	1	1	0	1	4.7	0	0	1	0	0
10.1371/journal.pone.0001407	39456	2008	PLoS ONE	RA	Neurabin Contributes to Hippocampal Long-Term Potentiation and Contextual Fear Memory	3	1	6	887	336	14	1237	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001408	39456	2008	PLoS ONE	RA	Global Data for Ecology and Epidemiology: A Novel Algorithm for Temporal Fourier Processing MODIS Data	2	4	8	1163	243	16	1422	0	0	0	0	0	1	0	0	0.0	1	0	0	0	0
10.1371/journal.pone.0001409	39456	2008	PLoS ONE	RA	A Potential New Pathway for Staphylococcus aureus Dissemination: The Silent Survival of S. aureus Phagocytosed by Human Monocyte-Derived Macrophages	10	4	13	2169	705	33	2907	0	0	0	0	0	0	0	0	0.0	0	0	1	1	0
10.1371/journal.pone.0001410	39456	2008	PLoS ONE	RA	Self-Assembling Peptide Nanofiber Scaffolds Accelerate Wound Healing	2	1	7	1671	495	785	2951	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001411	39456	2008	PLoS ONE	RA	Regional Differences in Prevalence of HIV-1 Discordance in Africa and Enrollment of HIV-1 Discordant Couples into an HIV-1 Prevention Trial	3	3	3	2143	253	13	2409	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001412	39456	2008	PLoS ONE	RA	Self Assessment in Insects: Honeybee Queens Know Their Own Strength	2	1	5	2012	270	25	2307	2	0	0	0	1	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001413	39456	2008	PLoS ONE	RA	Human IgG/Fc?R Interactions Are Modulated by Streptococcal IgG Glycan Hydrolysis	4	3	7	1365	284	19	1668	0	0	0	0	0	0	0	0	0.0	0	0	2	1	0
10.1371/journal.pone.0001414	39456	2008	PLoS ONE	RA	The Drosophila Cytosine-5 Methyltransferase Dnmt2 Is Associated with the Nuclear Matrix and Can Access DNA during Mitosis	3	0	0	876	256	12	1144	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001415	39456	2008	PLoS ONE	RA	A Meta-Analysis of Effects of Bt Crops on Honey Bees (Hymenoptera: Apidae)	5	1	9	3540	735	66	4341	0	0	0	0	1	0	0	0	0.0	0	0	3	0	0
10.1371/journal.pone.0001416	39456	2008	PLoS ONE	RA	Pharmacological Analysis of Ionotropic Glutamate Receptor Function in Neuronal Circuits of the Zebrafish Olfactory Bulb	3	1	3	782	273	16	1071	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001417	39463	2008	PLoS ONE	RA	Inhibition of Influenza M2-Induced Cell Death Alleviates Its Negative Contribution to Vaccination Efficiency	1	0	1	1161	318	16	1495	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001418	39456	2008	PLoS ONE	RA	Signal-Regulated Pre-mRNA Occupancy by the General Splicing Factor U2AF	2	4	6	650	225	9	884	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001419	39456	2008	PLoS ONE	RA	Prominent and Persistent Extraneural Infection in Human PrP Transgenic Mice Infected with Variant CJD	2	3	6	914	239	35	1188	0	0	0	0	0	2	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001420	39456	2008	PLoS ONE	RA	Protocol for Nearly Full-Length Sequencing of HIV-1 RNA from Plasma	0	1	3	1130	337	10	1477	0	0	0	0	0	0	0	0	0.0	0	0	2	0	0
10.1371/journal.pone.0001421	39456	2008	PLoS ONE	RA	Inhibition of Anthrax Lethal Toxin-Induced Cytolysis of RAW264.7 Cells by Celastrol	0	1	3	1108	338	17	1463	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001422	39456	2008	PLoS ONE	RA	Gene Expression Profile of Neuronal Progenitor Cells Derived from hESCs: Activation of Chromosome 11p15.5 and Comparison to Human Dopaminergic Neurons	2	4	4	1355	451	46	1852	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001423	39456	2008	PLoS ONE	RA	"Elevated Risk for HIV-1 Infection in Adolescents and Young Adults in S?o Paulo, Brazil"	0	1	1	560	99	9	668	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001424	39456	2008	PLoS ONE	RA	Broad and Gag-Biased HIV-1 Epitope Repertoires Are Associated with Lower Viral Loads	6	6	13	1474	305	17	1796	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001425	39456	2008	PLoS ONE	RA	Paracellular Absorption: A Bat Breaks the Mammal Paradigm	0	0	3	1147	167	18	1332	2	0	0	0	2	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001426	39456	2008	PLoS ONE	RA	A Model for Carbohydrate Metabolism in the Diatom Phaeodactylum tricornutum Deduced from Comparative Whole Genome Analysis	12	5	1	2583	657	313	3553	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001427	39456	2008	PLoS ONE	RA	Importance of a C-Terminal Conserved Region of Chk1 for Checkpoint Function	0	3	5	516	225	6	747	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001428	39463	2008	PLoS ONE	RA	urg1: A Uracil-Regulatable Promoter System for Fission Yeast with Short Induction and Repression Times	4	2	7	1013	264	46	1323	0	0	0	0	0	0	0	0	0.0	0	0	2	0	0
10.1371/journal.pone.0001429	39463	2008	PLoS ONE	RA	The Role of Temporally Coarse Form Processing during Binocular Rivalry	0	0	2	773	120	13	906	0	0	0	0	0	0	0	1	4.3	3	4	1	0	0
10.1371/journal.pone.0001430	39456	2008	PLoS ONE	RA	Y-Chromosome Based Evidence for Pre-Neolithic Origin of the Genetically Homogeneous but Diverse Sardinian Population: Inference for Association Scans	1	3	4	2061	388	7	2456	0	0	0	0	1	1	0	1	4.3	1	0	1	0	1
10.1371/journal.pone.0001431	39463	2008	PLoS ONE	RA	Climate Influence on Deep Sea Populations	6	0	5	2083	420	25	2528	1	0	0	0	1	0	0	0	0.0	3	0	0	0	0
10.1371/journal.pone.0001433	39463	2008	PLoS ONE	RA	Protection by the NDI1 Gene against Neurodegeneration in a Rotenone Rat Model of Parkinson's Disease	4	1	11	1387	302	538	2227	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001434	39463	2008	PLoS ONE	RA	Rasl11b Knock Down in Zebrafish Suppresses One-Eyed-Pinhead Mutant Phenotype	2	1	2	862	259	10	1131	0	0	0	0	0	1	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001435	39463	2008	PLoS ONE	RA	Sex Specific Gene Regulation and Expression QTLs in Mouse Macrophages from a Strain Intercross	3	3	5	730	171	9	910	0	0	0	0	0	0	0	0	0.0	0	0	1	1	0
10.1371/journal.pone.0001436	39463	2008	PLoS ONE	RA	Adr1 and Cat8 Mediate Coactivator Recruitment and Chromatin Remodeling at Glucose-Regulated Genes	3	5	8	507	136	8	651	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001437	39463	2008	PLoS ONE	RA	Distortions of Subjective Time Perception Within and Across Senses	4	1	9	2246	578	16	2840	1	0	0	0	1	3	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001438	39463	2008	PLoS ONE	RA	Predicting the Impact of Long-Term Temperature Changes on the Epidemiology and Control of Schistosomiasis: A Mechanistic Model	1	1	2	1060	184	22	1266	0	0	0	0	0	0	0	1	5.0	0	0	0	0	0
10.1371/journal.pone.0001439	39463	2008	PLoS ONE	RA	Potential Impacts of Climatic Change on European Breeding Birds	10	4	7	1796	527	19	2342	1	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001440	39470	2008	PLoS ONE	RA	Gene Characterization Index: Assessing the Depth of Gene Annotation	1	1	2	1971	210	8	2189	1	0	0	0	0	2	0	0	0.0	0	0	2	0	0
10.1371/journal.pone.0001441	39463	2008	PLoS ONE	RA	Sensitivity of IFN-? Release Assay to Detect Latent Tuberculosis Infection Is Retained in HIV-Infected Patients but Dependent on HIV/AIDS Progression	4	4	11	822	324	29	1175	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001442	39463	2008	PLoS ONE	RA	Auditory ERPs to Stimulus Deviance in an Awake Chimpanzee (Pan troglodytes): Towards Hominid Cognitive Neurosciences	3	1	4	1394	190	21	1605	1	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001443	39463	2008	PLoS ONE	RA	A Mitochondrial Kinase Complex Is Essential to Mediate an ERK1/2-Dependent Phosphorylation of a Key Regulatory Protein in Steroid Biosynthesis	7	2	11	796	238	9	1043	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001444	39463	2008	PLoS ONE	RA	Antibiotics Threaten Wildlife: Circulating Quinolone Residues and Disease in Avian Scavengers	5	2	15	1986	351	71	2408	1	0	0	0	1	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001445	39463	2008	PLoS ONE	RA	"Antiretroviral Therapy in the Malawi Defence Force: Access, Treatment Outcomes and Impact on Mortality"	1	0	4	482	84	6	572	0	0	0	0	1	0	0	1	3.7	0	0	0	0	1
10.1371/journal.pone.0001446	39463	2008	PLoS ONE	RA	Lysine-Specific Demethylase 1 (LSD1) Is Required for the Transcriptional Repression of the Telomerase Reverse Transcriptase (hTERT) Gene	2	0	5	1494	465	15	1974	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001447	39463	2008	PLoS ONE	RA	Drosophila cbl Is Essential for Control of Cell Death and Cell Differentiation during Eye Development	1	1	3	1067	261	14	1342	0	0	0	0	0	0	0	0	0.0	1	0	1	0	0
10.1371/journal.pone.0001448	39463	2008	PLoS ONE	RA	Yeast Screens Identify the RNA Polymerase II CTD and SPT5 as Relevant Targets of BRCA1 Interaction	1	1	2	1440	434	19	1893	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001449	39463	2008	PLoS ONE	RA	Beyond Parkinson Disease: Amyotrophic Lateral Sclerosis and the Axon Guidance Pathway	3	2	9	2394	440	567	3401	0	0	0	0	0	0	1	0	0.0	0	0	1	1	0
10.1371/journal.pone.0001450	39463	2008	PLoS ONE	RA	"Genome Biology of Actinobacillus pleuropneumoniae JL03, an Isolate of Serotype 3 Prevalent in China"	1	3	9	1513	393	8	1914	0	0	0	0	0	0	0	1	4.0	0	0	3	0	1
10.1371/journal.pone.0001451	39463	2008	PLoS ONE	RA	Islet-Like Clusters Derived from Mesenchymal Stem Cells in Wharton's Jelly of the Human Umbilical Cord for Transplantation to Control Type 1 Diabetes	7	1	12	1635	552	615	2802	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001452	39463	2008	PLoS ONE	RA	Capillary Regeneration in Scleroderma: Stem Cell Therapy Reverses Phenotype?	11	1	20	1244	274	1205	2723	0	0	0	0	0	0	0	0	0.0	0	0	2	0	0
10.1371/journal.pone.0001453	39463	2008	PLoS ONE	RA	The Neuro-Glial Properties of Adipose-Derived Adult Stromal (ADAS) Cells Are Not Regulated by Notch 1 and Are Not Derived from Neural Crest Lineage	3	1	4	997	274	11	1282	0	0	0	0	0	0	0	0	0.0	1	0	0	0	0
10.1371/journal.pone.0001454	39463	2008	PLoS ONE	RA	Patterns of Neurogenesis and Amplitude of Reelin Expression Are Essential for Making a Mammalian-Type Cortex	0	1	4	1540	411	11	1962	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001455	39463	2008	PLoS ONE	RA	On the Origin and Spread of the Scab Disease of Apple: Out of Central Asia	3	1	1	1093	232	22	1347	0	0	0	0	0	0	1	2	4.5	1	0	1	0	2
10.1371/journal.pone.0001456	39470	2008	PLoS ONE	RA	The Sorcerer II Global Ocean Sampling Expedition: Metagenomic Characterization of Viruses within Aquatic Microbial Samples	17	8	24	4659	928	51	5638	2	0	0	0	3	7	0	1	5.0	4	0	6	4	0
10.1371/journal.pone.0001457	39470	2008	PLoS ONE	RA	"Identification of Novel Pro-Migratory, Cancer-Associated Genes Using Quantitative, Microscopy-Based Screening"	0	0	1	902	272	13	1187	0	0	0	0	0	0	0	0	0.0	0	0	1	0	0
10.1371/journal.pone.0001458	39470	2008	PLoS ONE	RA	The Epidemics of Donations: Logistic Growth and Power-Laws	3	1	3	6004	252	571	6827	1	0	0	0	1	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001459	39470	2008	PLoS ONE	RA	Deconstructing Insight: EEG Correlates of Insightful Problem Solving	1	0	2	4667	735	408	5810	1	0	0	0	2	0	0	1	1.7	0	0	2	3	0
10.1371/journal.pone.0001460	39470	2008	PLoS ONE	RA	Highly Conserved Non-Coding Sequences and the 18q Critical Region for Short Stature: A Common Mechanism of Disease?	0	0	1	635	144	10	789	0	0	0	0	0	1	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001461	39470	2008	PLoS ONE	RA	A Technique for Characterizing the Development of Rhythms in Bird Song	1	0	1	1204	268	11	1483	1	0	0	0	1	3	0	0	0.0	0	0	0	0	0
10.1371/journal.pone.0001462	39470	2008	PLoS ONE	RA	"The P2Y13 Met-158-Thr Polymorphism, Which Is in Linkage Disequilibrium with the P2Y12 Locus, Is Not Associated with Acute Myocardial Infarction"	0	0	1	7375	54	498	7927	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0
