DOI	Publication Date	Days Since Aug 2009	PMID	Publication Year	Journal	'Research Article' or 'non-Research Article'?	Article Title	Citations - CrossRef	Citations - PubMed Central	Citations - Scopus	Total HTML Page Views	Total PDF Downloads	Total XML Downloads	Combined Usage (HTML + PDF + XML)	Blog Coverage - Postgenomic	Blog Coverage - Nature Blogs	Blog Coverage - Bloglines	Number of Trackbacks	Social Bookmarking - CiteULike	Social Bookmarking - Connotea	Number of Ratings	Average Rating	Number of Note threads	Number of replies to Notes	Number of Comment threads	Number of replies to Comments	Number of 'Star Ratings' that also include a text comment
10.1371/journal.pone.0002567	7/2/08	395		2008	PLoS ONE	RA	A Common Genomic Framework for a Diverse Assembly of Plasmids in the Symbiotic Nitrogen Fixing Bacteria	2	0	1	641	127	184	952	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002568	7/2/08	395		2008	PLoS ONE	RA	Broccoli Consumption Interacts with GSTM1 to Perturb Oncogenic Signalling Pathways in the Prostate	4	1	4	8609	930	312	9851	0	0	0	2	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002569	7/2/08	395		2008	PLoS ONE	RA	FUS-DDIT3 Prevents the Development of Adipocytic Precursors in Liposarcoma by Repressing PPAR? and C/EBP? and Activating eIF4E	0	0	1	393	97	121	611	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002570	7/2/08	395		2008	PLoS ONE	RA	Trait-Like Brain Activity during Adolescence Predicts Anxious Temperament in Primates	2	0	3	1897	243	226	2366	2	0	0	1	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002571	7/2/08	395		2008	PLoS ONE	RA	In-Cell Biochemistry Using NMR Spectroscopy	0	0	3	731	182	118	1031	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002572	7/2/08	395		2008	PLoS ONE	RA	A Role for Polyploidy in the Tumorigenicity of Pim-1-Expressing Human Prostate and Mammary Epithelial Cells	2	0	1	588	154	135	877	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002573	7/2/08	395		2008	PLoS ONE	RA	An Accurate Definition of the Status of Inactive Hepatitis B Virus Carrier by a Combination of Biomarkers (FibroTest-ActiTest) and Viral Load	3	2	10	1066	164	160	1390	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002574	7/2/08	395		2008	PLoS ONE	RA	Baseline Levels of Influenza-Specific CD4 Memory T-Cells Affect T-Cell Responses to Influenza Vaccines	1	0	0	679	225	210	1114	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002575	7/2/08	395		2008	PLoS ONE	RA	Impaired Spatial Learning Strategies and Novel Object Recognition in Mice Haploinsufficient for the Dual Specificity Tyrosine-Regulated Kinase-1A (Dyrk1A)	1	0	1	748	150	53	951	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002576	7/2/08	395		2008	PLoS ONE	RA	Genomic Counter-Stress Changes Induced by the Relaxation Response	1	1	2	7563	1182	292	9037	0	0	0	1	2	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002577	7/9/08	388		2008	PLoS ONE	RA	A Visual Metaphor Describing Neural Dynamics in Schizophrenia	0	0	0	2180	276	212	2668	1	0	0	1	0	0	1	4.3	0	0	0	0	0
10.1371/journal.pone.0002578	7/2/08	395		2008	PLoS ONE	RA	"IGF-1, IGFBP-1, and IGFBP-3 Polymorphisms Predict Circulating IGF Levels but Not Breast Cancer Risk: Findings from the Breast and Prostate Cancer Cohort Consortium (BPC3)"	2	1	3	631	197	137	965	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002579	7/2/08	395		2008	PLoS ONE	RA	Children's Perceptions of Rainforest Biodiversity: Which Animals Have the Lion's Share of Environmental Awareness?	0	0	0	2738	191	139	3068	1	0	0	1	0	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002580	7/2/08	395		2008	PLoS ONE	RA	Characterization of a Peptide Domain within the GB Virus C NS5A Phosphoprotein that Inhibits HIV Replication	0	0	0	403	95	168	666	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002581	7/9/08	388		2008	PLoS ONE	RA	Superfast Vocal Muscles Control Song Production in Songbirds	0	0	1	1779	245	193	2217	1	0	0	2	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002582	7/9/08	388		2008	PLoS ONE	RA	RickA Expression Is Not Sufficient to Promote Actin-Based Motility of Rickettsia raoultii	1	0	1	373	76	144	593	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002584	7/9/08	388		2008	PLoS ONE	RA	The Pleiotropic Effects of Simvastatin on Retinal Microvascular Endothelium Has Important Implications for Ischaemic Retinopathies	1	0	1	685	147	203	1035	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002585	7/9/08	388		2008	PLoS ONE	RA	Ubiquitination Is Required for Effective Replication of Coxsackievirus B3	1	0	2	585	154	133	872	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002586	7/2/08	395		2008	PLoS ONE	RA	Avoiding Costly Conservation Mistakes: The Importance of Defining Actions and Costs in Spatial Priority Setting	2	0	5	719	164	132	1015	1	0	0	1	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002588	7/2/08	395		2008	PLoS ONE	RA	Intestinal Bacteria Condition Dendritic Cells to Promote IgA Production	2	0	3	929	293	138	1360	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002589	7/2/08	395		2008	PLoS ONE	RA	"Transcriptional Responses of Arabidopsis thaliana during Wilt Disease Caused by the Soil-Borne Phytopathogenic Bacterium, Ralstonia solanacearum"	2	0	4	647	193	151	991	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002590	7/2/08	395		2008	PLoS ONE	RA	Preferred Spatial Frequencies for Human Face Processing Are Associated with Optimal Class Discrimination in the Machine	0	1	0	723	94	238	1055	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002591	7/2/08	395		2008	PLoS ONE	RA	"Simplifying Consent for HIV Testing Is Associated with an Increase in HIV Testing and Case Detection in Highest Risk Groups, San Francisco January 2003?June 2007"	1	1	1	568	99	172	839	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002592	7/2/08	395		2008	PLoS ONE	RA	Mating with Stressed Males Increases the Fitness of Ant Queens	0	0	0	597	107	158	862	1	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002593	7/2/08	395		2008	PLoS ONE	RA	Systemic Complement Activation in Age-Related Macular Degeneration	4	0	8	1892	400	270	2562	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002594	7/9/08	388		2008	PLoS ONE	RA	Human AQP5 Plays a Role in the Progression of Chronic Myelogenous Leukemia (CML)	0	0	0	532	146	87	765	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002595	7/9/08	388		2008	PLoS ONE	RA	Prenatal Activation of Microglia Induces Delayed Impairment of Glutamatergic Synaptic Function	0	0	1	569	167	221	957	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002596	7/9/08	388		2008	PLoS ONE	RA	Identification of a Common Gene Expression Response in Different Lung Inflammatory Diseases in Rodents and Macaques	0	1	2	722	189	182	1093	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002597	7/9/08	388		2008	PLoS ONE	RA	Can Machines Think? Interaction and Perspective Taking with Robots Investigated via fMRI	0	2	4	5735	669	192	6596	4	0	0	2	2	0	1	5	0	0	1	0	0
10.1371/journal.pone.0002598	7/9/08	388		2008	PLoS ONE	RA	Lifespan Mental Activity Predicts Diminished Rate of Hippocampal Atrophy	1	0	1	1693	213	214	2120	1	0	0	2	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002599	7/9/08	388		2008	PLoS ONE	RA	Increased Level of Extracellular ATP at Tumor Sites: In Vivo Imaging with Plasma Membrane Luciferase	2	2	3	807	254	172	1233	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002600	7/2/08	395		2008	PLoS ONE	RA	"Binding to the Minor Groove of the Double-Strand, Tau Protein Prevents DNA from Damage by Peroxidation"	1	0	1	428	101	108	637	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002601	7/2/08	395		2008	PLoS ONE	RA	Maternal Feeding Controls Fetal Biological Clock	1	1	3	1304	301	303	1908	1	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002602	7/2/08	395		2008	PLoS ONE	RA	The Efficacy of Generating Three Independent Anti-HIV-1 siRNAs from a Single U6 RNA Pol III-Expressed Long Hairpin RNA	1	0	2	493	151	263	907	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002603	7/2/08	395		2008	PLoS ONE	RA	Expulsion of Symbiotic Algae during Feeding by the Green Hydra ? a Mechanism for Regulating Symbiont Density?	0	0	0	458	81	192	731	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002604	7/2/08	395		2008	PLoS ONE	RA	Destabilization of the Dystrophin-Glycoprotein Complex without Functional Deficits in ?-Dystrobrevin Null Muscle	1	0	1	422	124	207	753	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002605	7/2/08	395		2008	PLoS ONE	RA	CyclinPred: A SVM-Based Method for Predicting Cyclin Protein Sequences	0	0	0	427	93	203	723	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002606	7/2/08	395		2008	PLoS ONE	RA	"Effective, Robust Design of Community Mitigation for Pandemic Influenza: A Systematic Examination of Proposed US Guidance"	1	1	1	998	259	170	1427	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002607	7/9/08	388		2008	PLoS ONE	RA	A Molecular Study of Microbe Transfer between Distant Environments	0	1	1	744	165	140	1049	1	0	0	1	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002608	7/9/08	388		2008	PLoS ONE	RA	Both Functional LT? Receptor and TNF Receptor 2 Are Required for the Development of Experimental Cerebral Malaria	0	0	1	520	142	181	843	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002610	7/9/08	388		2008	PLoS ONE	RA	Hedonic Taste in Drosophila Revealed by Olfactory Receptors Expressed in Taste Neurons	0	0	1	889	239	107	1235	1	0	0	2	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002611	7/2/08	395		2008	PLoS ONE	RA	Periodontal Tissue Regeneration Using Fibroblast Growth Factor -2: Randomized Controlled Phase II Clinical Trial	4	0	2	3004	192	165	3361	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002612	7/2/08	395		2008	PLoS ONE	RA	Caveolin-1 Influences Vascular Protease Activity and Is a Potential Stabilizing Factor in Human Atherosclerotic Disease	1	0	3	538	134	203	875	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002613	7/2/08	395		2008	PLoS ONE	RA	"Human-Mediated Emergence as a Weed and Invasive Radiation in the Wild of the CD Genome Allotetraploid Rice Species (Oryza, Poaceae) in the Neotropics"	0	0	0	495	68	157	720	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002614	7/2/08	395		2008	PLoS ONE	RA	A Fully Atomistic Model of the Cx32 Connexon	2	0	2	552	105	253	910	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002615	7/9/08	388		2008	PLoS ONE	RA	Pharmacologic Stem Cell Based Intervention as a New Approach to Osteoporosis Treatment in Rodents	3	0	1	1797	376	101	2274	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002616	7/9/08	388		2008	PLoS ONE	RA	Lateral Transfer of a Lectin-Like Antifreeze Protein Gene in Fishes	0	0	0	1481	254	183	1918	1	0	0	2	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002617	7/9/08	388		2008	PLoS ONE	RA	Soldier-Specific Modification of the Mandibular Motor Neurons in Termites	0	0	0	626	104	146	876	1	0	0	3	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002618	7/9/08	388		2008	PLoS ONE	RA	Professional and Home-Made Face Masks Reduce Exposure to Respiratory Infections among the General Population	0	1	1	3119	236	198	3553	1	0	0	2	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002619	7/9/08	388		2008	PLoS ONE	RA	Waist Circumference and Body Mass Index as Predictors of Health Care Costs	0	0	0	1795	202	126	2123	1	0	0	1	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002620	7/9/08	388		2008	PLoS ONE	RA	"Knowledge, Awareness and Practices Regarding Dengue Fever among the Adult Population of Dengue Hit Cosmopolitan"	0	0	1	1475	155	144	1774	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002621	7/9/08	388		2008	PLoS ONE	RA	EEF2 Analysis Challenges the Monophyly of Archaeplastida and Chromalveolata	1	0	3	657	162	176	995	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002622	7/9/08	388		2008	PLoS ONE	RA	The Tumorigenicity of Mouse Embryonic Stem Cells and In Vitro Differentiated Neuronal Cells Is Controlled by the Recipients' Immune Response	3	1	5	709	170	224	1103	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002623	7/9/08	388		2008	PLoS ONE	RA	Adaptation of Saccharomyces cerevisiae Cells to High Ethanol Concentration and Changes in Fatty Acid Composition of Membrane and Cell Size	1	0	0	899	187	168	1254	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002624	7/9/08	388		2008	PLoS ONE	RA	"A Three-Way Comparison of Tuberculin Skin Testing, QuantiFERON-TB Gold and T-SPOT.TB in Children"	5	1	12	1239	365	202	1806	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002625	7/9/08	388		2008	PLoS ONE	RA	Haptic Perception of Object Curvature in Parkinson's Disease	0	0	0	362	75	143	580	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002626	7/9/08	388		2008	PLoS ONE	RA	Automated Identification of Acute Hepatitis B Using Electronic Medical Record Data to Facilitate Public Health Surveillance	0	1	1	525	63	190	778	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002627	7/9/08	388		2008	PLoS ONE	RA	Probing the Dynamics of Identified Neurons with a Data-Driven Modeling Approach	0	0	1	548	99	212	859	0	0	0	0	0	0	1	4.7	0	0	0	0	1
10.1371/journal.pone.0002628	7/9/08	388		2008	PLoS ONE	RA	Comparative Analysis of Viral Gene Expression Programs during Poxvirus Infection: A Transcriptional Map of the Vaccinia and Monkeypox Genomes	0	0	1	1181	250	194	1625	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002629	7/9/08	388		2008	PLoS ONE	RA	Galectin-4 Controls Intestinal Inflammation by Selective Regulation of Peripheral and Mucosal T Cell Apoptosis and Cell Cycle	3	0	3	529	168	170	867	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002630	7/9/08	388		2008	PLoS ONE	RA	Triacylglycerol Fatty Acid Composition in Diet-Induced Weight Loss in Subjects with Abnormal Glucose Metabolism ? the GENOBIN Study	2	1	2	3832	219	174	4225	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002631	7/9/08	388		2008	PLoS ONE	RA	Effects of Unexpected Chords and of Performer's Expression on Brain Responses and Electrodermal Activity	0	0	1	2737	268	176	3181	1	0	0	2	0	0	1	3.7	0	0	0	0	0
10.1371/journal.pone.0002632	7/9/08	388		2008	PLoS ONE	RA	Are Child and Adolescent Responses to Placebo Higher in Major Depression than in Anxiety Disorders? A Systematic Review of Placebo-Controlled Trials	0	0	0	1031	175	161	1367	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002633	7/9/08	388		2008	PLoS ONE	RA	Systematic Evaluation of Candidate Blood Markers for Detecting Ovarian Cancer	1	2	1	936	252	87	1275	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002635	7/9/08	388		2008	PLoS ONE	RA	fMRI Evidence for a Dual Process Account of the Speed-Accuracy Tradeoff in Decision-Making	2	1	3	497	137	108	742	0	0	0	0	1	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002636	7/9/08	388		2008	PLoS ONE	RA	Phase 1 Trial of Malaria Transmission Blocking Vaccine Candidates Pfs25 and Pvs25 Formulated with Montanide ISA 51	0	2	4	3244	290	128	3662	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002637	7/9/08	388		2008	PLoS ONE	RA	Oct-4 Expression Maintained Cancer Stem-Like Properties in Lung Cancer-Derived CD133-Positive Cells	4	1	9	1867	785	138	2790	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002638	7/9/08	388		2008	PLoS ONE	RA	Modified Whole-Mount In situ Hybridization Protocol for the Detection of Transgene Expression in Electroporated Chick Embryos	0	0	0	1036	220	202	1458	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002639	7/9/08	388		2008	PLoS ONE	RA	Tankyrase 1 and Tankyrase 2 Are Essential but Redundant for Mouse Embryonic Development	2	0	1	584	151	227	962	0	0	0	0	0	0	0	0	0	0	1	0	0
10.1371/journal.pone.0002640	7/9/08	388		2008	PLoS ONE	RA	Principles of Glomerular Organization in the Human Olfactory Bulb ? Implications for Odor Processing	2	0	2	473	156	108	737	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002641	7/9/08	388		2008	PLoS ONE	RA	Finite Size Effects in Simulations of Protein Aggregation	1	0	1	490	107	193	790	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002642	7/9/08	388		2008	PLoS ONE	RA	The Role of Cardiac Troponin T Quantity and Function in Cardiac Development and Dilated Cardiomyopathy	1	0	1	529	155	166	850	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002643	7/9/08	388		2008	PLoS ONE	RA	Sequence Information Encoded in DNA that May Influence Long-Range Chromatin Structure Correlates with Human Chromosome Functions	1	1	1	393	107	116	616	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002644	7/9/08	388		2008	PLoS ONE	RA	Phase Locking Induces Scale-Free Topologies in Networks of Coupled Oscillators	2	0	2	523	104	191	818	1	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002645	7/9/08	388		2008	PLoS ONE	RA	Local Alignment Refinement Using Structural Assessment	0	0	1	307	69	139	515	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002646	7/9/08	388		2008	PLoS ONE	RA	Use of Evidence-Based Practices in Pregnancy and Childbirth: South East Asia Optimising Reproductive and Child Health in Developing Countries Project	1	4	2	1375	138	198	1711	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002647	7/9/08	388		2008	PLoS ONE	RA	Birds Reveal their Personality when Singing	0	0	1	1357	223	109	1689	1	0	0	3	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002648	7/9/08	388		2008	PLoS ONE	RA	Functional Analysis of Spontaneous Cell Movement under Different Physiological Conditions	1	1	2	704	154	198	1056	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002649	7/9/08	388		2008	PLoS ONE	RA	The C/H3 Domain of p300 Is Required to Protect VRK1 and VRK2 from their Downregulation Induced by p53	0	0	0	277	79	171	527	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002650	7/9/08	388		2008	PLoS ONE	RA	Cognitive Components of Regularity Processing in the Auditory Domain	0	0	0	494	95	168	757	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002651	7/9/08	388		2008	PLoS ONE	RA	Phylogenetic Detection of Recombination with a Bayesian Prior on the Distance between Trees	0	0	1	666	182	213	1061	0	0	0	0	2	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002652	7/9/08	388		2008	PLoS ONE	RA	Insight into Microevolution of Yersinia pestis by Clustered Regularly Interspaced Short Palindromic Repeats	2	1	2	689	215	235	1139	0	0	0	0	0	0	1	4	0	0	0	0	0
10.1371/journal.pone.0002653	7/9/08	388		2008	PLoS ONE	RA	Variants of ST8SIA1 Are Associated with Risk of Developing Multiple Sclerosis	0	0	2	498	110	133	741	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002654	7/9/08	388		2008	PLoS ONE	RA	The Actinome of Dictyostelium discoideum in Comparison to Actins and Actin-Related Proteins from Other Organisms	0	0	0	377	113	174	664	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002656	7/16/08	381		2008	PLoS ONE	RA	Epigenotyping in Peripheral Blood Cell DNA and Breast Cancer Risk: A Proof of Principle Study	1	0	1	1072	334	13	1419	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002657	7/16/08	381		2008	PLoS ONE	RA	The CXC-Chemokine CXCL4 Interacts with Integrins Implicated in Angiogenesis	0	0	0	669	144	9	822	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002658	7/16/08	381		2008	PLoS ONE	RA	PKC? Stimulated Arginine Methylation of RIP140 for Its Nuclear-Cytoplasmic Export in Adipocyte Differentiation	1	0	1	459	162	7	628	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002659	7/16/08	381		2008	PLoS ONE	RA	Genetic Immunisation by Liver Stage Antigen 3 Protects Chimpanzees against Malaria despite Low Immune Responses	0	0	0	445	115	6	566	1	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002660	7/16/08	381		2008	PLoS ONE	RA	"Direct Infection and Replication of Naturally Occurring Hepatitis C Virus Genotypes 1, 2, 3 and 4 in Normal Human Hepatocyte Cultures"	0	0	1	1728	678	14	2420	0	0	0	0	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002661	7/16/08	381		2008	PLoS ONE	RA	Modelling the Epidemiological Impact of Intermittent Preventive Treatment against Malaria in Infants	1	0	0	816	162	4	982	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002662	7/16/08	381		2008	PLoS ONE	RA	"A Triad of Lys12, Lys41, Arg78 Spatial Domain, a Novel Identified Heparin Binding Site on Tat Protein, Facilitates Tat-Driven Cell Adhesion"	0	0	0	432	96	4	532	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002663	7/16/08	381		2008	PLoS ONE	RA	A Network Model for the Correlation between Epistasis and Genomic Complexity	0	0	0	783	218	5	1006	0	0	0	0	3	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002664	7/16/08	381		2008	PLoS ONE	RA	Potential Effects of Oilseed Rape Expressing Oryzacystatin-1 (OC-1) and of Purified Insecticidal Proteins on Larvae of the Solitary Bee Osmia bicornis	0	0	1	809	122	8	939	1	0	0	1	1	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002665	7/16/08	381		2008	PLoS ONE	RA	"Interferon-Gamma Release Assay for the Diagnosis of Latent TB Infection ? Analysis of Discordant Results, when Compared to the Tuberculin Skin Test"	1	1	7	1058	299	4	1361	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002666	7/16/08	381		2008	PLoS ONE	RA	Amelioration of Streptozotocin-Induced Diabetes in Mice with Cells Derived from Human Marrow Stromal Cells	2	0	3	659	207	10	876	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002667	7/16/08	381		2008	PLoS ONE	RA	Monocytes from Cystic Fibrosis Patients Are Locked in an LPS Tolerance State: Down-Regulation of TREM-1 as Putative Underlying Mechanism	0	0	1	532	166	3	701	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002668	7/16/08	381		2008	PLoS ONE	RA	Histone Deacetylases Control Neurogenesis in Embryonic Brain by Inhibition of BMP2/4 Signaling	1	0	1	872	295	4	1171	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002669	7/23/08	374		2008	PLoS ONE	RA	Changes in Gray Matter Induced by Learning?Revisited	3	1	5	3569	383	20	3972	2	0	0	2	0	1	0	0	0	0	0	0	0
10.1371/journal.pone.0002670	7/16/08	381		2008	PLoS ONE	RA	Genomic Instability Is Associated with Natural Life Span Variation in Saccharomyces cerevisiae	0	0	0	662	127	4	793	1	0	0	0	0	1	0	0	0	0	1	0	0
10.1371/journal.pone.0002671	7/16/08	381		2008	PLoS ONE	RA	Targeted Development of Registries of Biological Parts	2	2	2	833	155	4	992	0	0	0	0	7	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002672	7/16/08	381		2008	PLoS ONE	RA	An Integrated Epigenetic and Genetic Analysis of DNA Methyltransferase Genes (DNMTs) in Tumor Resistant and Susceptible Chicken Lines	0	0	1	511	134	10	655	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002673	7/16/08	381		2008	PLoS ONE	RA	Non-Linear Population Firing Rates and Voltage Sensitive Dye Signals in Visual Areas 17 and 18 to Short Duration Stimuli	0	0	0	301	71	9	381	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002674	7/16/08	381		2008	PLoS ONE	RA	"Sequences, Annotation and Single Nucleotide Polymorphism of the Major Histocompatibility Complex in the Domestic Cat"	0	0	0	505	110	7	622	0	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002675	7/16/08	381		2008	PLoS ONE	RA	The Angio-Fibrotic Switch of VEGF and CTGF in Proliferative Diabetic Retinopathy	5	1	2	615	156	9	780	0	0	0	0	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002676	7/16/08	381		2008	PLoS ONE	RA	Molecular Characterization of the Gastrula in the Turtle Emys orbicularis: An Evolutionary Perspective on Gastrulation	0	0	0	557	103	8	668	1	0	0	1	0	0	0	0	0	0	0	0	0
10.1371/journal.pone.0002677	7/16/08	381		2008	PLoS ONE	RA	Protein Solubility and Folding Enhancement by Interaction with RNA	2	0	2	930	208	10	1148	0	0	0	0	0	0	0	0	0	0	0	0	0
